STNAME,CTYNAME,POPESTIMATE2018,POPESTIMATE2019,INTERNATIONALMIG2018,DOMESTICMIG2018,NETMIG2018
Kentucky,Union County,14471,14381,-9,-116,-125
Kentucky,Warren County,130750,132896,109,864,973
Kentucky,Washington County,12023,12095,5,116,121
Kentucky,Wayne County,20430,20333,1,-167,-166
Kentucky,Webster County,13051,12942,2,5,7
Kentucky,Whitley County,36101,36264,-6,-4,-10
Kentucky,Wolfe County,7199,7157,-4,-44,-48
Kentucky,Woodford County,26491,26734,1,63,64
Louisiana,Louisiana,4659690,4648794,3293,-27776,-24483
Louisiana,Acadia Parish,62214,62045,17,-498,-481
Louisiana,Allen Parish,25567,25627,-2,-89,-91
Louisiana,Ascension Parish,124858,126604,57,806,863
Louisiana,Assumption Parish,22279,21891,6,-308,-302
Louisiana,Avoyelles Parish,40402,40144,5,-490,-485
Louisiana,Beauregard Parish,37369,37497,23,356,379
Louisiana,Bienville Parish,13343,13241,3,-270,-267
Louisiana,Bossier Parish,127022,127039,-23,-446,-469
Louisiana,Caddo Parish,242833,240204,18,-3505,-3487
Louisiana,Calcasieu Parish,203177,203436,103,-195,-92
Louisiana,Caldwell Parish,9964,9918,-2,22,20
Louisiana,Cameron Parish,7013,6973,0,44,44
Louisiana,Catahoula Parish,9606,9494,10,-233,-223
Louisiana,Claiborne Parish,15895,15670,0,-23,-23
Louisiana,Concordia Parish,19586,19259,-4,-276,-280
Louisiana,De Soto Parish,27426,27463,-3,161,158
Louisiana,East Baton Rouge Parish,442058,440059,664,-5070,-4406
Louisiana,East Carroll Parish,6994,6861,-3,-130,-133
Louisiana,East Feliciana Parish,19286,19135,1,-52,-51
Louisiana,Evangeline Parish,33496,33395,60,-311,-251
Louisiana,Franklin Parish,20164,20015,0,-115,-115
Louisiana,Grant Parish,22436,22389,3,109,112
Louisiana,Iberia Parish,70905,69830,4,-1275,-1271
Louisiana,Iberville Parish,32693,32511,-8,-235,-243
Louisiana,Jackson Parish,15912,15744,-1,56,55
Louisiana,Jefferson Parish,433884,432493,1161,-4736,-3575
Louisiana,Jefferson Davis Parish,31537,31368,5,73,78
Louisiana,Lafayette Parish,243113,244390,191,-145,46
Louisiana,Lafourche Parish,97981,97614,62,-460,-398
Louisiana,LaSalle Parish,14901,14892,3,-15,-12
Louisiana,Lincoln Parish,47112,46742,93,-525,-432
Louisiana,Livingston Parish,139394,140789,11,897,908
Louisiana,Madison Parish,11196,10951,0,-173,-173
Louisiana,Morehouse Parish,25324,24874,-1,-288,-289
Louisiana,Natchitoches Parish,38616,38158,23,-524,-501
Louisiana,Orleans Parish,391004,390144,456,-1902,-1446
Louisiana,Ouachita Parish,154571,153279,39,-1762,-1723
Louisiana,Plaquemines Parish,23385,23197,12,-60,-48
Louisiana,Pointe Coupee Parish,21879,21730,-6,-283,-289
Louisiana,Rapides Parish,130326,129648,21,-1054,-1033
Louisiana,Red River Parish,8526,8442,9,-11,-2
Louisiana,Richland Parish,20223,20122,-1,-214,-215
Louisiana,Sabine Parish,23901,23884,-2,-33,-35
Louisiana,St. Bernard Parish,46780,47244,45,359,404
Louisiana,St. Charles Parish,52775,53100,25,-28,-3
Louisiana,St. Helena Parish,10187,10132,-2,-129,-131
Louisiana,St. James Parish,21151,21096,5,-287,-282
Louisiana,St. John the Baptist Parish,43119,42837,13,-308,-295
Louisiana,St. Landry Parish,82782,82124,5,-864,-859
Louisiana,St. Martin Parish,53562,53431,15,-695,-680
Louisiana,St. Mary Parish,49841,49348,49,-1029,-980
Louisiana,St. Tammany Parish,258035,260419,124,1547,1671
Louisiana,Tangipahoa Parish,133837,134758,0,874,874
Louisiana,Tensas Parish,4470,4334,0,-110,-110
Louisiana,Terrebonne Parish,111163,110461,39,-1029,-990
Louisiana,Union Parish,22243,22108,5,-127,-122
Louisiana,Vermilion Parish,59886,59511,3,-221,-218
Louisiana,Vernon Parish,48101,47429,-29,-2179,-2208
Louisiana,Washington Parish,46588,46194,-15,4,-11
Louisiana,Webster Parish,38792,38340,5,-410,-405
Louisiana,West Baton Rouge Parish,26400,26465,-9,68,59
Louisiana,West Carroll Parish,10977,10830,6,38,44
Louisiana,West Feliciana Parish,15492,15568,7,99,106
Louisiana,Winn Parish,14138,13904,-2,-167,-169
Maine,Maine,1339057,1344212,874,5768,6642
Maine,Androscoggin County,107914,108277,90,323,413
Maine,Aroostook County,67318,67055,51,-113,-62
Maine,Cumberland County,293673,295003,459,969,1428
Maine,Franklin County,29915,30199,-1,223,222
Maine,Hancock County,54734,54987,40,356,396
Maine,Kennebec County,122044,122302,39,346,385
Maine,Knox County,39717,39772,3,101,104
Maine,Lincoln County,34399,34634,15,296,311
Maine,Oxford County,57754,57975,23,419,442
Maine,Penobscot County,151817,152148,59,305,364
Maine,Piscataquis County,16746,16785,14,61,75
Maine,Sagadahoc County,35690,35856,2,299,301
Maine,Somerset County,50489,50484,2,282,284
Maine,Waldo County,39657,39715,32,-16,16
Maine,Washington County,31321,31379,43,74,117
Maine,York County,205869,207641,3,1843,1846
Maryland,Maryland,6035802,6045680,15809,-24353,-8544
Maryland,Allegany County,70941,70416,41,-208,-167
Maryland,Anne Arundel County,575523,579234,366,1620,1986
Maryland,Baltimore County,827859,827370,1770,-3794,-2024
Maryland,Calvert County,92065,92525,12,464,476
Maryland,Caroline County,33306,33406,46,94,140
Maryland,Carroll County,168267,168447,23,672,695
Maryland,Cecil County,102644,102855,43,44,87
Maryland,Charles County,161476,163257,40,1303,1343
Maryland,Dorchester County,31960,31929,67,-174,-107
Maryland,Frederick County,254943,259547,346,3050,3396
Maryland,Garrett County,29133,29014,-1,-30,-31
Maryland,Harford County,253882,255441,216,1365,1581
Maryland,Howard County,322621,325690,805,861,1666
Maryland,Kent County,19434,19422,9,94,103
Maryland,Montgomery County,1048478,1050688,5960,-10633,-4673
Maryland,Prince George's County,909619,909327,4102,-9925,-5823
Maryland,Queen Anne's County,50148,50381,29,441,470
Maryland,St. Mary's County,112720,113510,56,-300,-244
Maryland,Somerset County,25606,25616,21,-239,-218
Maryland,Talbot County,37074,37181,12,97,109
Maryland,Washington County,150656,151049,178,309,487
Maryland,Wicomico County,103044,103609,220,351,571
Maryland,Worcester County,51960,52276,15,525,540
Maryland,Baltimore city,602443,593490,1433,-10340,-8907
Massachusetts,Massachusetts,6882635,6892503,38352,-27223,11129
Massachusetts,Barnstable County,213471,212990,330,934,1264
Massachusetts,Berkshire County,125901,124944,267,-145,122
Massachusetts,Bristol County,564092,565217,1718,1275,2993
Massachusetts,Dukes County,17329,17332,1,-6,-5
Massachusetts,Essex County,788183,789034,4595,-2329,2266
Massachusetts,Franklin County,70611,70180,132,60,192
Massachusetts,Hampden County,468388,466372,3483,-3061,422
Massachusetts,Hampshire County,161139,160830,573,-208,365
Massachusetts,Middlesex County,1608470,1611699,9878,-10430,-552
Massachusetts,Nantucket County,11198,11399,60,-157,-97
Massachusetts,Norfolk County,703230,706775,2750,-1528,1222
Massachusetts,Plymouth County,518422,521202,1452,1024,2476
Massachusetts,Suffolk County,803147,803907,9059,-10905,-1846
Massachusetts,Worcester County,829054,830622,4054,-1747,2307
Michigan,Michigan,9984072,9986857,13645,-16639,-2994
Michigan,Alcona County,10360,10405,3,155,158
Michigan,Alger County,9118,9108,4,10,14
Michigan,Allegan County,117173,118081,49,408,457
Michigan,Alpena County,28384,28405,8,27,35
Michigan,Antrim County,23323,23324,7,161,168
Michigan,Arenac County,15008,14883,0,89,89
Michigan,Baraga County,8324,8209,4,-73,-69
Michigan,Barry County,61231,61550,20,463,483
Michigan,Bay County,103702,103126,-1,-137,-138
Michigan,Benzie County,17761,17766,-5,205,200
Michigan,Berrien County,153790,153401,215,-537,-322
Michigan,Branch County,43566,43517,29,64,93
Michigan,Calhoun County,134049,134159,198,-392,-194
Michigan,Cass County,51725,51787,-5,291,286
Michigan,Charlevoix County,26187,26143,20,57,77
Michigan,Cheboygan County,25504,25276,2,191,193
Michigan,Chippewa County,37461,37349,2,-181,-179
Michigan,Clare County,30735,30950,6,243,249
Michigan,Clinton County,79219,79595,47,464,511
Michigan,Crawford County,13905,14029,6,31,37
Michigan,Delta County,35843,35784,-3,79,76
Michigan,Dickinson County,25371,25239,0,-11,-11
Michigan,Eaton County,109710,110268,110,66,176
Michigan,Emmet County,33225,33415,5,189,194
Michigan,Genesee County,406688,405813,134,-1044,-910
Michigan,Gladwin County,25326,25449,2,216,218
Michigan,Gogebic County,15116,13975,3,-146,-143
Michigan,Grand Traverse County,92530,93088,7,703,710
Michigan,Gratiot County,40602,40711,7,-354,-347
Michigan,Hillsdale County,45702,45605,2,-166,-164
Michigan,Houghton County,35943,35684,60,-336,-276
Michigan,Huron County,31211,30981,11,34,45
Michigan,Ingham County,291612,292406,1300,-2730,-1430
Michigan,Ionia County,64276,64697,5,-176,-171
Michigan,Iosco County,25103,25127,3,137,140
Michigan,Iron County,11104,11066,0,89,89
Michigan,Isabella County,70463,69872,120,-933,-813
Michigan,Jackson County,158566,158510,60,-57,3
Michigan,Kalamazoo County,264680,265066,316,514,830
Michigan,Kalkaska County,17806,18038,3,237,240
Michigan,Kent County,653350,656955,1066,-762,304
Michigan,Keweenaw County,2090,2116,0,12,12
Michigan,Lake County,11876,11853,3,-51,-48
Michigan,Lapeer County,87921,87607,13,-95,-82
Michigan,Leelanau County,21714,21761,9,125,134
Michigan,Lenawee County,98141,98451,65,-304,-239
Michigan,Livingston County,191190,191995,51,1063,1114
Michigan,Luce County,6327,6229,1,-36,-35
Michigan,Mackinac County,10781,10799,27,55,82
Michigan,Macomb County,872795,873972,1312,-302,1010
Michigan,Manistee County,24455,24558,12,170,182
Michigan,Marquette County,66381,66699,29,-61,-32
Michigan,Mason County,29084,29144,4,105,109
Michigan,Mecosta County,43400,43453,19,106,125
Michigan,Menominee County,22927,22780,-2,44,42
Michigan,Midland County,83223,83156,62,-211,-149
Michigan,Missaukee County,15101,15118,5,53,58
Michigan,Monroe County,150174,150500,-8,777,769
Michigan,Montcalm County,63936,63888,-2,317,315
Michigan,Montmorency County,9275,9328,2,136,138
Michigan,Muskegon County,173599,173566,34,-447,-413
Michigan,Newaygo County,48839,48980,12,525,537
Michigan,Oakland County,1256694,1257584,3625,-5064,-1439
Michigan,Oceana County,26555,26467,41,92,133
Michigan,Ogemaw County,20882,20997,5,85,90
Michigan,Ontonagon County,5801,5720,2,-3,-1
Michigan,Osceola County,23377,23460,11,90,101
Michigan,Oscoda County,8224,8241,1,35,36
Michigan,Otsego County,24641,24668,-1,116,115
Michigan,Ottawa County,289808,291830,294,1694,1988
Michigan,Presque Isle County,12698,12592,3,41,44
Michigan,Roscommon County,23812,24019,2,326,328
Michigan,Saginaw County,190791,190539,127,-1378,-1251
Michigan,St. Clair County,159031,159128,25,293,318
Michigan,St. Joseph County,60912,60964,23,33,56
Michigan,Sanilac County,41192,41170,4,31,35
Michigan,Schoolcraft County,8044,8094,-1,63,62
Michigan,Shiawassee County,68133,68122,9,-252,-243
Michigan,Tuscola County,52633,52245,7,-140,-133
Michigan,Van Buren County,75481,75677,39,51,90
Michigan,Washtenaw County,369483,367601,1208,-1622,-414
Michigan,Wayne County,1754453,1749343,2739,-10365,-7626
Michigan,Wexford County,33446,33631,14,166,180
Minnesota,Minnesota,5606249,5639632,9256,6566,15822
Minnesota,Aitkin County,15887,15886,-1,184,183
Minnesota,Anoka County,353441,356921,229,920,1149
Minnesota,Becker County,34389,34423,26,230,256
Minnesota,Beltrami County,46735,47188,29,24,53
Minnesota,Benton County,40510,40889,50,134,184
Minnesota,Big Stone County,4990,4991,1,-11,-10
Minnesota,Blue Earth County,67378,67653,106,160,266
Minnesota,Brown County,25125,25008,8,-41,-33
Minnesota,Carlton County,35822,35871,3,302,305
Minnesota,Carver County,103533,105089,45,716,761
Minnesota,Cass County,29511,29779,7,178,185
Minnesota,Chippewa County,11901,11800,21,-65,-44
Minnesota,Chisago County,55972,56579,20,518,538
Minnesota,Clay County,64017,64222,97,-240,-143
Minnesota,Clearwater County,8815,8818,5,-54,-49
Minnesota,Cook County,5425,5463,22,-6,16
Minnesota,Cottonwood County,11259,11196,-4,6,2
Minnesota,Crow Wing County,64794,65055,6,566,572
Minnesota,Dakota County,425040,429021,462,487,949
Minnesota,Dodge County,20767,20934,6,-21,-15
Minnesota,Douglas County,37960,38141,2,401,403
Minnesota,Faribault County,13736,13653,-2,9,7
Minnesota,Fillmore County,21044,21067,17,17,34
Minnesota,Freeborn County,30480,30281,25,-67,-42
Minnesota,Goodhue County,46299,46340,3,-16,-13
Minnesota,Grant County,5989,5972,0,69,69
Minnesota,Hennepin County,1257925,1265843,3640,-543,3097
Minnesota,Houston County,18572,18600,0,-111,-111
Minnesota,Hubbard County,21291,21491,2,312,314
Minnesota,Isanti County,39950,40596,13,242,255
Minnesota,Itasca County,45051,45130,8,-31,-23
Minnesota,Jackson County,9895,9846,7,-96,-89
Minnesota,Kanabec County,16246,16337,9,131,140
Minnesota,Kandiyohi County,42910,43199,193,-268,-75
Minnesota,Kittson County,4268,4298,3,7,10
Minnesota,Koochiching County,12431,12229,3,-58,-55
Minnesota,Lac qui Parle County,6664,6623,3,-11,-8
Minnesota,Lake County,10610,10641,5,157,162
Minnesota,Lake of the Woods County,3737,3740,-1,20,19
Minnesota,Le Sueur County,28588,28887,29,222,251
Minnesota,Lincoln County,5668,5639,0,-9,-9
Minnesota,Lyon County,25583,25474,94,-569,-475
Minnesota,McLeod County,35827,35893,5,-81,-76
Minnesota,Mahnomen County,5497,5527,0,-96,-96
Minnesota,Marshall County,9383,9336,2,-7,-5
Minnesota,Martin County,19772,19683,1,-73,-72
Minnesota,Meeker County,23145,23222,15,47,62
Minnesota,Mille Lacs County,26100,26277,7,183,190
Minnesota,Morrison County,33158,33386,3,23,26
Minnesota,Mower County,40142,40062,127,90,217
Minnesota,Murray County,8254,8194,5,-78,-73
Minnesota,Nicollet County,34199,34274,34,16,50
Minnesota,Nobles County,21744,21629,88,-226,-138
Minnesota,Norman County,6479,6375,8,-96,-88
Minnesota,Olmsted County,156358,158293,436,263,699
Minnesota,Otter Tail County,58670,58746,30,491,521
Minnesota,Pennington County,14173,14119,9,-52,-43
Minnesota,Pine County,29468,29579,3,312,315
Minnesota,Pipestone County,9127,9126,24,-69,-45
Minnesota,Polk County,31411,31364,35,-379,-344
Minnesota,Pope County,11095,11249,5,90,95
Minnesota,Ramsey County,548872,550321,1925,-1107,818
Minnesota,Red Lake County,3992,4055,1,-37,-36
Minnesota,Redwood County,15252,15170,4,-8,-4
Minnesota,Renville County,14609,14548,8,-86,-78
Minnesota,Rice County,66566,66972,180,-53,127
Minnesota,Rock County,9401,9315,-5,-42,-47
Minnesota,Roseau County,15158,15165,6,-204,-198
Minnesota,St. Louis County,199685,199070,80,2,82
Minnesota,Scott County,147191,149013,141,413,554
Minnesota,Sherburne County,95957,97238,23,791,814
Minnesota,Sibley County,14997,14865,5,74,79
Minnesota,Stearns County,159656,161075,558,-209,349
Minnesota,Steele County,36738,36649,-7,-121,-128
Minnesota,Stevens County,9752,9805,52,-66,-14
Minnesota,Swift County,9323,9266,14,-72,-58
Minnesota,Todd County,24570,24664,7,-86,-79
Minnesota,Traverse County,3291,3259,1,-1,0
Minnesota,Wabasha County,21645,21627,4,0,4
Minnesota,Wadena County,13723,13682,1,110,111
Minnesota,Waseca County,18664,18612,-4,-81,-85
Minnesota,Washington County,258899,262440,129,2216,2345
Minnesota,Watonwan County,11007,10897,43,-17,26
Minnesota,Wilkin County,6244,6207,-5,-64,-69
Minnesota,Winona County,50735,50484,25,-36,-11
Minnesota,Wright County,136313,138377,40,1155,1195
Minnesota,Yellow Medicine County,9799,9709,2,-58,-56
Mississippi,Mississippi,2981020,2976149,2013,-14775,-12762
Mississippi,Adams County,31044,30693,146,-491,-345
Mississippi,Alcorn County,36810,36953,-7,-310,-317
Mississippi,Amite County,12327,12297,-2,-92,-94
Mississippi,Attala County,18328,18174,0,-130,-130
Mississippi,Benton County,8243,8259,-3,-19,-22
Mississippi,Bolivar County,31115,30628,23,-666,-643
Mississippi,Calhoun County,14432,14361,7,-95,-88
Mississippi,Carroll County,9920,9947,-2,-175,-177
Mississippi,Chickasaw County,17100,17103,19,-128,-109
Mississippi,Choctaw County,8265,8210,1,29,30
Mississippi,Claiborne County,9072,8988,1,23,24
Mississippi,Clarke County,15585,15541,0,-215,-215
Mississippi,Clay County,19404,19316,10,-251,-241
Mississippi,Coahoma County,22605,22124,-7,-638,-645
Mississippi,Copiah County,28400,28065,11,-139,-128
Mississippi,Covington County,18825,18636,5,-210,-205
Mississippi,DeSoto County,181932,184945,68,2192,2260
Mississippi,Forrest County,74912,74897,150,-570,-420
Mississippi,Franklin County,7758,7713,3,0,3
Mississippi,George County,24110,24500,46,29,75
Mississippi,Greene County,13996,13586,13,431,444
Mississippi,Grenada County,20984,20758,-3,5,2
Mississippi,Hancock County,47278,47632,-32,356,324
Mississippi,Harrison County,206284,208080,69,826,895
Mississippi,Hinds County,235824,231840,286,-5245,-4959
Mississippi,Holmes County,17444,17010,0,-423,-423
Mississippi,Humphreys County,8256,8064,2,-88,-86
Mississippi,Issaquena County,1307,1327,0,-39,-39
Mississippi,Itawamba County,23461,23390,8,-35,-27
Mississippi,Jackson County,143127,143617,468,194,662
Mississippi,Jasper County,16425,16383,-2,-131,-133
Mississippi,Jefferson County,7093,6990,0,-136,-136
Mississippi,Jefferson Davis County,11215,11128,-1,-48,-49
Mississippi,Jones County,68196,68098,19,-288,-269
Mississippi,Kemper County,9733,9742,0,-362,-362
Mississippi,Lafayette County,53542,54019,19,-794,-775
Mississippi,Lamar County,62637,63343,34,715,749
Mississippi,Lauderdale County,75238,74125,-42,-1139,-1181
Mississippi,Lawrence County,12448,12586,0,-183,-183
Mississippi,Leake County,22791,22786,1,-96,-95
Mississippi,Lee County,85276,85436,30,-18,12
Mississippi,Leflore County,28616,28183,-5,-729,-734
Mississippi,Lincoln County,34210,34153,5,-132,-127
Mississippi,Lowndes County,58760,58595,68,-593,-525
Mississippi,Madison County,105648,106272,121,698,819
Mississippi,Marion County,24752,24573,4,-355,-351
Mississippi,Marshall County,35436,35294,-5,-162,-167
Mississippi,Monroe County,35543,35252,-1,-267,-268
Mississippi,Montgomery County,9994,9775,2,-163,-161
Mississippi,Neshoba County,29151,29118,-3,-310,-313
Mississippi,Newton County,21355,21018,0,-99,-99
Mississippi,Noxubee County,10550,10417,5,-230,-225
Mississippi,Oktibbeha County,49249,49587,120,-809,-689
Mississippi,Panola County,34156,34192,24,-104,-80
Mississippi,Pearl River County,55323,55535,-30,219,189
Mississippi,Perry County,11918,11973,-3,-110,-113
Mississippi,Pike County,39380,39288,4,-133,-129
Mississippi,Pontotoc County,31881,32174,23,18,41
Mississippi,Prentiss County,25088,25126,15,-147,-132
Mississippi,Quitman County,7055,6792,3,-159,-156
Mississippi,Rankin County,154250,155271,110,782,892
Mississippi,Scott County,28319,28124,53,-336,-283
Mississippi,Sharkey County,4375,4321,1,-46,-45
Mississippi,Simpson County,26717,26658,3,-226,-223
Mississippi,Smith County,16029,15916,1,-85,-84
Mississippi,Stone County,17997,18336,-1,-647,-648
Mississippi,Sunflower County,26211,25110,9,99,108
Mississippi,Tallahatchie County,13961,13809,-7,-151,-158
Mississippi,Tate County,28347,28321,-6,-286,-292
Mississippi,Tippah County,22039,22015,0,69,69
Mississippi,Tishomingo County,19383,19383,3,-73,-70
Mississippi,Tunica County,9922,9632,3,-131,-128
Mississippi,Union County,28615,28815,36,17,53
Mississippi,Walthall County,14436,14286,-2,-58,-60
Mississippi,Warren County,46093,45381,20,-681,-661
Mississippi,Washington County,45036,43909,19,-1205,-1186
Mississippi,Wayne County,20296,20183,-1,-167,-168
Mississippi,Webster County,9788,9689,-3,61,58
Mississippi,Wilkinson County,8781,8630,-1,-29,-30
Mississippi,Winston County,18164,17955,0,-26,-26
Mississippi,Yalobusha County,12361,12108,-3,-59,-62
Mississippi,Yazoo County,29093,29690,94,324,418
Missouri,Missouri,6121623,6137428,5755,-2697,3058
Missouri,Adair County,25476,25343,99,-100,-1
Missouri,Andrew County,17662,17712,-2,159,157
Missouri,Atchison County,5183,5143,2,-51,-49
Missouri,Audrain County,25423,25388,4,-197,-193
Missouri,Barry County,35712,35789,7,125,132
Missouri,Barton County,11790,11754,0,-11,-11
Missouri,Bates County,16304,16172,-2,28,26
Missouri,Benton County,19297,19443,-3,361,358
Missouri,Bollinger County,12189,12133,0,-77,-77
Missouri,Boone County,179061,180463,513,-339,174
Missouri,Buchanan County,88163,87364,160,-805,-645
Missouri,Butler County,42587,42478,3,52,55
Missouri,Caldwell County,9071,9020,3,26,29
Missouri,Callaway County,44954,44743,14,-100,-86
Missouri,Camden County,45913,46305,-13,545,532
Missouri,Cape Girardeau County,78638,78871,125,140,265
Missouri,Carroll County,8726,8679,-2,-36,-38
Missouri,Carter County,6083,5982,-1,-95,-96
Missouri,Cass County,104769,105780,3,1104,1107
Missouri,Cedar County,14136,14349,-3,91,88
Missouri,Chariton County,7457,7426,0,2,2
Missouri,Christian County,87044,88595,17,1292,1309
Missouri,Clark County,6833,6797,4,103,107
Missouri,Clay County,246360,249948,108,2409,2517
Missouri,Clinton County,20435,20387,-2,-89,-91
Missouri,Cole County,76720,76745,58,-180,-122
Missouri,Cooper County,17626,17709,12,-55,-43
Missouri,Crawford County,23968,23920,-4,-82,-86
Missouri,Dade County,7564,7561,4,-3,1
Missouri,Dallas County,16782,16878,-1,70,69
Missouri,Daviess County,8334,8278,-1,-72,-73
Missouri,DeKalb County,12515,12547,-5,18,13
Missouri,Dent County,15547,15573,6,40,46
Missouri,Douglas County,13359,13185,-7,119,112
Missouri,Dunklin County,29478,29131,29,-620,-591
Missouri,Franklin County,103716,103967,13,209,222
Missouri,Gasconade County,14680,14706,-1,35,34
Missouri,Gentry County,6598,6571,0,-26,-26
Missouri,Greene County,291054,293086,220,936,1156
Missouri,Grundy County,9975,9850,6,-67,-61
Missouri,Harrison County,8394,8352,-3,-96,-99
Missouri,Henry County,21808,21824,-6,148,142
Missouri,Hickory County,9458,9544,-3,129,126
Missouri,Holt County,4412,4403,0,15,15
Missouri,Howard County,10059,10001,0,-30,-30
Missouri,Howell County,40126,40117,8,23,31
Missouri,Iron County,10187,10125,2,41,43
Missouri,Jackson County,700784,703011,617,-693,-76
Missouri,Jasper County,120455,121328,114,-23,91
Missouri,Jefferson County,224410,225081,38,201,239
Missouri,Johnson County,53621,54062,-15,-422,-437
Missouri,Knox County,3965,3959,0,-30,-30
Missouri,Laclede County,35596,35723,-3,127,124
Missouri,Lafayette County,32542,32708,-7,-5,-12
Missouri,Lawrence County,38264,38355,-22,14,-8
Missouri,Lewis County,9839,9776,-2,-114,-116
Missouri,Lincoln County,57613,59013,2,1253,1255
Missouri,Linn County,12039,11920,5,-109,-104
Missouri,Livingston County,15181,15227,3,14,17
Missouri,McDonald County,22963,22837,24,112,136
Missouri,Macon County,15167,15117,6,-78,-72
Missouri,Madison County,12188,12088,-2,-9,-11
Missouri,Maries County,8770,8697,4,-19,-15
Missouri,Marion County,28540,28530,12,-80,-68
Missouri,Mercer County,3626,3617,0,-55,-55
Missouri,Miller County,25315,25619,-4,95,91
Missouri,Mississippi County,13394,13180,0,-184,-184
Missouri,Moniteau County,16186,16132,17,58,75
Missouri,Monroe County,8636,8644,0,46,46
Missouri,Montgomery County,11488,11551,4,132,136
Missouri,Morgan County,20414,20627,-6,284,278
Missouri,New Madrid County,17272,17076,0,-253,-253
Missouri,Newton County,58158,58236,5,-82,-77
Missouri,Nodaway County,22223,22092,4,-181,-177
Missouri,Oregon County,10558,10529,1,34,35
Missouri,Osage County,13652,13615,0,-10,-10
Missouri,Ozark County,9070,9174,0,-123,-123
Missouri,Pemiscot County,16256,15805,-8,-551,-559
Missouri,Perry County,19274,19136,10,-20,-10
Missouri,Pettis County,42441,42339,15,-131,-116
Missouri,Phelps County,44551,44573,172,-247,-75
Missouri,Pike County,18502,18302,0,-62,-62
Missouri,Platte County,102764,104418,235,891,1126
Missouri,Polk County,32214,32149,-13,473,460
Missouri,Pulaski County,51997,52607,34,-298,-264
Missouri,Putnam County,4748,4696,0,-38,-38
Missouri,Ralls County,10234,10309,0,-24,-24
Missouri,Randolph County,24732,24748,5,-216,-211
Missouri,Ray County,22945,23018,-3,83,80
Missouri,Reynolds County,6282,6270,0,29,29
Missouri,Ripley County,13420,13288,-2,-104,-106
Missouri,St. Charles County,398780,402022,514,1801,2315
Missouri,St. Clair County,9389,9397,-5,50,45
Missouri,Ste. Genevieve County,17877,17894,-1,82,81
Missouri,St. Francois County,66737,67215,-7,145,138
Missouri,St. Louis County,995219,994205,1829,-3550,-1721
Missouri,Saline County,22890,22761,45,-61,-16
Missouri,Schuyler County,4594,4660,2,50,52
Missouri,Scotland County,4938,4902,0,-48,-48
Missouri,Scott County,38541,38280,8,-122,-114
Missouri,Shannon County,8189,8166,0,-50,-50
Missouri,Shelby County,5997,5930,1,10,11
Missouri,Stoddard County,29264,29025,-2,-44,-46
Missouri,Stone County,31701,31952,-5,234,229
Missouri,Sullivan County,6233,6089,27,-12,15
Missouri,Taney County,55719,55928,16,602,618
Missouri,Texas County,25506,25398,-11,-115,-126
Missouri,Vernon County,20492,20563,3,-20,-17
Missouri,Warren County,34766,35649,7,238,245
Missouri,Washington County,24933,24730,-1,-64,-65
Missouri,Wayne County,13132,12873,-2,-116,-118
Missouri,Webster County,39179,39592,-1,225,224
Missouri,Worth County,2026,2013,0,-10,-10
Missouri,Wright County,18187,18289,-7,5,-2
Missouri,St. Louis city,303419,300576,744,-6701,-5957
Montana,Montana,1060665,1068778,288,5996,6284
Montana,Beaverhead County,9412,9453,13,-51,-38
Montana,Big Horn County,13365,13319,12,-231,-219
Montana,Blaine County,6774,6681,4,13,17
Montana,Broadwater County,6072,6237,-1,149,148
Montana,Carbon County,10691,10725,2,30,32
Montana,Carter County,1230,1252,0,12,12
Montana,Cascade County,81688,81366,-23,-136,-159
Montana,Chouteau County,5740,5635,1,-1,0
Montana,Custer County,11592,11402,2,-136,-134
Montana,Daniels County,1729,1690,1,3,4
Montana,Dawson County,8680,8613,-1,-260,-261
Montana,Deer Lodge County,9129,9140,-3,79,76
Montana,Fallon County,2912,2846,0,-101,-101
Montana,Fergus County,11117,11050,10,-154,-144
Montana,Flathead County,102017,103806,-43,1762,1719
Montana,Gallatin County,111682,114434,111,2297,2408
Montana,Garfield County,1257,1258,0,-25,-25
Montana,Glacier County,13828,13753,3,13,16
Montana,Golden Valley County,822,821,0,-3,-3
Montana,Granite County,3371,3379,4,30,34
Montana,Hill County,16342,16484,7,-267,-260
Montana,Jefferson County,12094,12221,2,182,184
Montana,Judith Basin County,1946,2007,1,0,1
Montana,Lake County,30220,30458,-5,-20,-25
Montana,Lewis and Clark County,68622,69432,-17,711,694
Montana,Liberty County,2416,2337,-1,8,7
Montana,Lincoln County,19797,19980,9,349,358
Montana,McCone County,1669,1664,0,-34,-34
Montana,Madison County,8530,8600,0,260,260
Montana,Meagher County,1857,1862,1,14,15
Montana,Mineral County,4307,4397,-2,75,73
Montana,Missoula County,118640,119600,111,477,588
Montana,Musselshell County,4632,4633,3,25,28
Montana,Park County,16648,16606,-4,264,260
Montana,Petroleum County,512,487,0,1,1
Montana,Phillips County,4060,3954,0,-57,-57
Montana,Pondera County,5960,5911,12,-42,-30
Montana,Powder River County,1720,1682,0,-31,-31
Montana,Powell County,6953,6890,1,169,170
Montana,Prairie County,1070,1077,0,-27,-27
Montana,Ravalli County,43166,43806,-17,731,714
Montana,Richland County,10855,10803,-16,-185,-201
Montana,Roosevelt County,11069,11004,6,-172,-166
Montana,Rosebud County,9040,8937,1,-251,-250
